,X,Real Y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,10.936767898650722,0.7676105264347921,0.8540517047396134,0.9404928830444348,1.0269340613492561,1.1133752396540775,1.1998164179588988,1.2862575962637202,1.3726987745685415,1.4591399528733628,1.5455811311781842,1.6320223094830055,1.7184634877878269,1.8049046660926482,1.8913458443974696,1.977787022702291,2.0642282010071122,2.1506693793119336,2.237110557616755,2.3235517359215763,2.4099929142263976,2.496434092531219,2.5828752708360403,2.6693164491408616,2.755757627445683,2.8421988057505043,2.9286399840553257,3.015081162360147,3.1015223406649683,3.1879635189697897,3.274404697274611,3.3608458755794324,3.4472870538842537,3.533728232189075,3.6201694104938964,3.7066105887987177,3.793051767103539,3.8794929454083604,3.9659341237131818,4.052375302018003,4.1388164803228245,4.225257658627646,4.311698836932467,4.3981400152372885,4.48458119354211,4.571022371846931,4.6574635501517525,4.743904728456574,4.830345906761395,4.9167870850662165,5.003228263371038,5.089669441675859,5.176110619980681,5.262551798285502,5.348992976590323,5.435434154895145,5.521875333199966,5.608316511504787,5.694757689809609,5.78119886811443,5.867640046419251,5.954081224724073,6.040522403028894,6.126963581333715,6.213404759638537,6.299845937943358,6.386287116248179,6.472728294553001,6.559169472857822,6.645610651162643,6.732051829467465,6.818493007772286,6.904934186077107,6.991375364381929,7.07781654268675,7.164257720991571,7.250698899296393,7.337140077601214,7.4235812559060355,7.510022434210857,7.596463612515678,7.6829047908204995,7.769345969125321,7.855787147430142,7.9422283257349635,8.028669504039785,8.115110682344607,8.201551860649428,8.287993038954248,8.37443421725907,8.460875395563892,8.547316573868713,8.633757752173533,8.720198930478356,8.806640108783178,8.893081287087998,8.979522465392819,9.065963643697641,9.152404822002463,9.238846000307284,9.325287178612104
1,1.0,7.432160510331649,0.7814782726860993,1.7602653932974028,2.7390525139087063,3.71783963452001,4.696626755131313,5.675413875742617,6.654200996353921,7.632988116965224,8.611775237576527,9.590562358187832,10.569349478799134,11.548136599410439,12.526923720021742,13.505710840633046,14.48449796124435,15.463285081855652,16.442072202466957,17.42085932307826,18.399646443689562,19.378433564300867,20.35722068491217,21.336007805523476,22.314794926134777,23.29358204674608,24.272369167357386,25.251156287968687,26.22994340857999,27.208730529191296,28.1875176498026,29.166304770413902,30.145091891025206,31.12387901163651,32.10266613224781,33.08145325285912,34.06024037347042,35.03902749408172,36.01781461469303,36.99660173530433,37.97538885591563,38.95417597652694,39.93296309713824,40.91175021774954,41.89053733836085,42.86932445897215,43.84811157958346,44.82689870019476,45.80568582080606,46.78447294141737,47.76326006202867,48.74204718263997,49.72083430325128,50.69962142386258,51.67840854447388,52.65719566508519,53.63598278569649,54.6147699063078,55.5935570269191,56.5723441475304,57.55113126814171,58.52991838875301,59.50870550936431,60.48749262997562,61.46627975058692,62.44506687119822,63.42385399180953,64.40264111242084,65.38142823303214,66.36021535364344,67.33900247425474,68.31778959486604,69.29657671547734,70.27536383608866,71.25415095669996,72.23293807731126,73.21172519792256,74.19051231853386,75.16929943914518,76.14808655975648,77.12687368036778,78.10566080097908,79.08444792159038,80.06323504220168,81.042022162813,82.0208092834243,82.9995964040356,83.9783835246469,84.9571706452582,85.93595776586952,86.91474488648082,87.89353200709212,88.87231912770342,89.85110624831472,90.82989336892602,91.80868048953734,92.78746761014864,93.76625473075994,94.74504185137124,95.72382897198254,96.70261609259384,97.68140321320516
2,2.0,7.2830322828813685,0.768835023803153,0.8815454737192745,0.9942559236353959,1.1069663735515174,1.2196768234676387,1.3323872733837603,1.4450977232998818,1.5578081732160032,1.6705186231321245,1.783229073048246,1.8959395229643676,2.008649972880489,2.1213604227966103,2.234070872712732,2.3467813226288534,2.4594917725449745,2.572202222461096,2.6849126723772176,2.797623122293339,2.9103335722094608,3.023044022125582,3.1357544720417034,3.248464921957825,3.361175371873946,3.4738858217900677,3.586596271706189,3.699306721622311,3.8120171715384323,3.9247276214545535,4.037438071370675,4.150148521286797,4.262858971202918,4.37556942111904,4.488279871035161,4.600990320951282,4.713700770867404,4.826411220783525,4.939121670699647,5.051832120615768,5.164542570531889,5.277253020448011,5.389963470364132,5.5026739202802535,5.6153843701963755,5.728094820112497,5.840805270028618,5.95351571994474,6.066226169860861,6.178936619776983,6.291647069693104,6.404357519609225,6.517067969525347,6.629778419441468,6.74248886935759,6.855199319273711,6.967909769189832,7.080620219105954,7.1933306690220755,7.306041118938197,7.418751568854319,7.53146201877044,7.644172468686561,7.756882918602683,7.869593368518804,7.982303818434926,8.095014268351047,8.207724718267169,8.32043516818329,8.433145618099411,8.545856068015533,8.658566517931654,8.771276967847776,8.883987417763898,8.99669786768002,9.10940831759614,9.222118767512262,9.334829217428384,9.447539667344504,9.560250117260626,9.672960567176748,9.785671017092868,9.89838146700899,10.011091916925112,10.123802366841232,10.236512816757354,10.349223266673476,10.461933716589597,10.574644166505719,10.68735461642184,10.800065066337961,10.912775516254083,11.025485966170205,11.138196416086327,11.250906866002447,11.36361731591857,11.476327765834691,11.589038215750811,11.701748665666933,11.814459115583055,11.927169565499176
3,3.0,8.585345405665448,0.7819218379891836,1.7351887706385245,2.6884557032878655,3.6417226359372066,4.594989568586548,5.548256501235889,6.501523433885229,7.45479036653457,8.40805729918391,9.361324231833251,10.314591164482593,11.267858097131933,12.221125029781275,13.174391962430615,14.127658895079957,15.080925827729297,16.034192760378637,16.98745969302798,17.94072662567732,18.89399355832666,19.847260490976,20.800527423625343,21.753794356274685,22.707061288924024,23.660328221573366,24.613595154222708,25.566862086872046,26.520129019521388,27.47339595217073,28.42666288482007,29.37992981746941,30.333196750118752,31.286463682768094,32.239730615417436,33.19299754806678,34.14626448071611,35.099531413365455,36.0527983460148,37.00606527866414,37.95933221131348,38.91259914396282,39.865866076612164,40.8191330092615,41.77239994191084,42.72566687456018,43.678933807209525,44.63220073985887,45.58546767250821,46.53873460515755,47.492001537806885,48.44526847045623,49.39853540310557,50.35180233575491,51.30506926840425,52.258336201053595,53.21160313370294,54.16487006635228,55.118136999001614,56.071403931650956,57.0246708643003,57.97793779694964,58.93120472959898,59.88447166224832,60.837738594897665,61.791005527547,62.74427246019634,63.697539392845684,64.65080632549503,65.60407325814437,66.55734019079371,67.51060712344305,68.4638740560924,69.41714098874174,70.37040792139108,71.3236748540404,72.27694178668975,73.23020871933909,74.18347565198843,75.13674258463777,76.09000951728711,77.04327644993646,77.9965433825858,78.94981031523514,79.90307724788448,80.85634418053382,81.80961111318317,82.76287804583251,83.71614497848185,84.66941191113119,85.62267884378052,86.57594577642986,87.5292127090792,88.48247964172855,89.43574657437789,90.38901350702723,91.34228043967657,92.29554737232591,93.24881430497526,94.2020812376246,95.15534817027394
4,4.0,0.961275134306792,0.7700362725495259,0.9074906829180455,1.044945093286565,1.1823995036550845,1.319853914023604,1.4573083243921237,1.5947627347606432,1.7322171451291628,1.8696715554976824,2.007125965866202,2.1445803762347215,2.282034786603241,2.4194891969717607,2.5569436073402803,2.6943980177088,2.8318524280773194,2.969306838445839,3.1067612488143586,3.244215659182878,3.3816700695513977,3.5191244799199173,3.656578890288437,3.7940333006569564,3.931487711025476,4.068942121393996,4.206396531762516,4.343850942131035,4.481305352499555,4.618759762868074,4.756214173236594,4.8936685836051135,5.031122993973633,5.168577404342153,5.306031814710672,5.443486225079192,5.580940635447711,5.718395045816231,5.8558494561847505,5.99330386655327,6.13075827692179,6.268212687290309,6.405667097658829,6.543121508027348,6.680575918395868,6.8180303287643875,6.955484739132907,7.092939149501427,7.230393559869946,7.367847970238466,7.505302380606985,7.642756790975505,7.7802112013440246,7.917665611712544,8.055120022081063,8.192574432449582,8.330028842818102,8.467483253186622,8.604937663555141,8.74239207392366,8.87984648429218,9.0173008946607,9.15475530502922,9.292209715397739,9.429664125766259,9.567118536134778,9.704572946503298,9.842027356871817,9.979481767240337,10.116936177608856,10.254390587977376,10.391844998345896,10.529299408714415,10.666753819082935,10.804208229451454,10.941662639819974,11.079117050188493,11.216571460557013,11.354025870925533,11.491480281294052,11.628934691662572,11.766389102031091,11.903843512399611,12.04129792276813,12.17875233313665,12.31620674350517,12.45366115387369,12.591115564242209,12.728569974610728,12.866024384979248,13.003478795347768,13.140933205716287,13.278387616084807,13.415842026453326,13.553296436821846,13.690750847190365,13.828205257558885,13.965659667927405,14.103114078295924,14.240568488664444,14.378022899032963
5,5.0,7.194910471311175,0.7823874703608723,1.7116146098875746,2.640841749414277,3.5700688889409795,4.499296028467682,5.428523167994384,6.357750307521086,7.286977447047788,8.216204586574491,9.145431726101194,10.074658865627896,11.003886005154598,11.9331131446813,12.862340284208003,13.791567423734705,14.720794563261407,15.65002170278811,16.57924884231481,17.508475981841514,18.437703121368216,19.366930260894918,20.29615740042162,21.225384539948323,22.154611679475025,23.083838819001727,24.01306595852843,24.94229309805513,25.871520237581834,26.800747377108536,27.729974516635238,28.659201656161944,29.588428795688646,30.51765593521535,31.44688307474205,32.37611021426875,33.30533735379545,34.234564493322154,35.163791632848856,36.09301877237556,37.02224591190226,37.95147305142896,38.880700190955665,39.80992733048237,40.73915447000907,41.66838160953577,42.59760874906247,43.52683588858918,44.456063028115885,45.38529016764259,46.31451730716929,47.24374444669599,48.172971586222694,49.102198725749396,50.0314258652761,50.9606530048028,51.8898801443295,52.819107283856205,53.74833442338291,54.67756156290961,55.60678870243631,56.536015841963014,57.465242981489716,58.39447012101642,59.32369726054312,60.25292440006982,61.182151539596525,62.11137867912323,63.04060581864993,63.96983295817663,64.89906009770333,65.82828723723003,66.75751437675673,67.68674151628343,68.61596865581014,69.54519579533684,70.47442293486354,71.40365007439024,72.33287721391696,73.26210435344366,74.19133149297036,75.12055863249707,76.04978577202377,76.97901291155047,77.90824005107717,78.83746719060387,79.76669433013058,80.69592146965728,81.62514860918398,82.55437574871068,83.48360288823739,84.41283002776409,85.34205716729079,86.27128430681749,87.2005114463442,88.1297385858709,89.0589657253976,89.9881928649243,90.917420004451,91.8466471439777,92.77587428350441
6,6.0,-3.6425285357207606,0.7712156073975339,0.9319771917928862,1.0927387761882383,1.2535003605835908,1.4142619449789429,1.5750235293742954,1.7357851137696474,1.8965466981649999,2.057308282560352,2.2180698669557044,2.3788314513510564,2.539593035746409,2.700354620141761,2.8611162045371135,3.0218777889324655,3.182639373327818,3.34340095772317,3.5041625421185225,3.6649241265138746,3.825685710909227,3.986447295304579,4.147208879699932,4.307970464095284,4.468732048490636,4.629493632885988,4.790255217281341,4.951016801676693,5.111778386072045,5.272539970467397,5.43330155486275,5.594063139258102,5.754824723653454,5.915586308048806,6.076347892444159,6.237109476839511,6.397871061234863,6.558632645630215,6.719394230025568,6.88015581442092,7.040917398816272,7.201678983211624,7.362440567606977,7.523202152002329,7.683963736397681,7.844725320793033,8.005486905188386,8.166248489583738,8.32701007397909,8.487771658374443,8.648533242769794,8.809294827165147,8.970056411560499,9.130817995955852,9.291579580351204,9.452341164746557,9.613102749141909,9.773864333537261,9.934625917932612,10.095387502327965,10.256149086723317,10.41691067111867,10.577672255514022,10.738433839909375,10.899195424304727,11.05995700870008,11.22071859309543,11.381480177490783,11.542241761886135,11.703003346281488,11.86376493067684,12.024526515072193,12.185288099467545,12.346049683862898,12.506811268258248,12.667572852653601,12.828334437048953,12.989096021444306,13.149857605839658,13.31061919023501,13.471380774630363,13.632142359025716,13.792903943421067,13.953665527816419,14.114427112211771,14.275188696607124,14.435950281002476,14.596711865397829,14.757473449793181,14.918235034188534,15.078996618583885,15.239758202979237,15.40051978737459,15.561281371769942,15.722042956165295,15.882804540560647,16.043566124955998,16.20432770935135,16.365089293746703,16.525850878142055,16.686612462537408
7,7.0,8.482556957647844,0.7828738745393746,1.6894556982976607,2.596037522055947,3.5026193458142325,4.409201169572519,5.315782993330805,6.22236481708909,7.128946640847377,8.035528464605662,8.94211028836395,9.848692112122235,10.75527393588052,11.661855759638806,12.568437583397092,13.47501940715538,14.381601230913665,15.28818305467195,16.194764878430238,17.101346702188522,18.00792852594681,18.914510349705093,19.82109217346338,20.727673997221668,21.634255820979952,22.54083764473824,23.447419468496523,24.35400129225481,25.2605831160131,26.167164939771382,27.07374676352967,27.980328587287953,28.88691041104624,29.793492234804525,30.700074058562812,31.6066558823211,32.51323770607939,33.41981952983767,34.326401353595955,35.23298317735424,36.13956500111253,37.04614682487082,37.9527286486291,38.859310472387385,39.76589229614567,40.67247411990396,41.57905594366225,42.48563776742053,43.392219591178815,44.2988014149371,45.20538323869539,46.11196506245368,47.01854688621196,47.925128709970245,48.83171053372853,49.73829235748682,50.64487418124511,51.55145600500339,52.458037828761675,53.36461965251996,54.27120147627825,55.17778330003654,56.08436512379482,56.990946947553105,57.89752877131139,58.80411059506968,59.71069241882797,60.61727424258625,61.523856066344536,62.43043789010282,63.33701971386111,64.2436015376194,65.15018336137769,66.05676518513597,66.96334700889425,67.86992883265253,68.77651065641082,69.68309248016911,70.5896743039274,71.49625612768568,72.40283795144397,73.30941977520226,74.21600159896055,75.12258342271883,76.0291652464771,76.9357470702354,77.84232889399368,78.74891071775197,79.65549254151026,80.56207436526854,81.46865618902683,82.37523801278512,83.2818198365434,84.1884016603017,85.09498348405997,86.00156530781825,86.90814713157654,87.81472895533483,88.72131077909312,89.6278926028514,90.53447442660969
8,8.0,11.578078450124682,0.7723742856118511,0.9550896446300425,1.137805003648234,1.3205203626664255,1.503235721684617,1.6859510807028084,1.8686664397209998,2.0513817987391914,2.234097157757383,2.4168125167755745,2.5995278757937657,2.7822432348119572,2.964958593830149,3.14767395284834,3.3303893118665315,3.513104670884723,3.6958200299029147,3.8785353889211063,4.061250747939297,4.2439661069574885,4.426681465975681,4.609396824993872,4.792112184012064,4.974827543030255,5.157542902048446,5.340258261066638,5.522973620084829,5.705688979103021,5.888404338121212,6.0711196971394035,6.2538350561575955,6.436550415175787,6.619265774193978,6.80198113321217,6.984696492230361,7.167411851248552,7.350127210266744,7.532842569284935,7.715557928303127,7.898273287321318,8.08098864633951,8.2637040053577,8.446419364375894,8.629134723394085,8.811850082412276,8.994565441430467,9.177280800448658,9.35999615946685,9.542711518485042,9.725426877503233,9.908142236521424,10.090857595539616,10.273572954557807,10.456288313576,10.63900367259419,10.821719031612382,11.004434390630573,11.187149749648764,11.369865108666957,11.552580467685148,11.73529582670334,11.91801118572153,12.100726544739722,12.283441903757915,12.466157262776106,12.648872621794297,12.831587980812488,13.014303339830679,13.19701869884887,13.379734057867063,13.562449416885254,13.745164775903445,13.927880134921637,14.110595493939828,14.29331085295802,14.476026211976212,14.658741570994403,14.841456930012594,15.024172289030785,15.206887648048976,15.38960300706717,15.57231836608536,15.755033725103551,15.937749084121743,16.120464443139934,16.303179802158127,16.485895161176316,16.66861052019451,16.851325879212702,17.03404123823089,17.216756597249084,17.399471956267273,17.582187315285466,17.76490267430366,17.94761803332185,18.13033339234004,18.31304875135823,18.495764110376424,18.678479469394617,18.861194828412806
9,9.0,1.3127967244697842,0.7833798304404649,1.6686298846941694,2.553879938947874,3.439129993201578,4.324380047455283,5.209630101708988,6.0948801559626915,6.980130210216396,7.865380264470101,8.750630318723806,9.63588037297751,10.521130427231215,11.40638048148492,12.291630535738623,13.176880589992328,14.062130644246032,14.947380698499737,15.832630752753442,16.717880807007145,17.60313086126085,18.488380915514554,19.37363096976826,20.258881024021964,21.14413107827567,22.029381132529373,22.914631186783076,23.799881241036783,24.685131295290486,25.570381349544192,26.455631403797895,27.3408814580516,28.226131512305304,29.11138156655901,29.996631620812714,30.881881675066417,31.767131729320123,32.65238178357383,33.53763183782753,34.422881892081236,35.30813194633494,36.19338200058864,37.07863205484235,37.963882109096055,38.84913216334976,39.73438221760346,40.61963227185717,41.504882326110874,42.39013238036458,43.27538243461828,44.16063248887198,45.04588254312569,45.931132597379396,46.8163826516331,47.7016327058868,48.58688276014051,49.472132814394215,50.35738286864792,51.24263292290162,52.12788297715532,53.01313303140903,53.898383085662736,54.78363313991644,55.66888319417014,56.55413324842385,57.439383302677555,58.32463335693126,59.20988341118496,60.095133465438664,60.980383519692374,61.86563357394608,62.75088362819978,63.63613368245348,64.5213837367072,65.4066337909609,66.2918838452146,67.1771338994683,68.062383953722,68.94763400797571,69.83288406222941,70.71813411648313,71.60338417073683,72.48863422499053,73.37388427924424,74.25913433349794,75.14438438775164,76.02963444200535,76.91488449625905,77.80013455051275,78.68538460476645,79.57063465902017,80.45588471327387,81.34113476752758,82.22638482178128,83.11163487603498,83.99688493028869,84.88213498454239,85.76738503879609,86.6526350930498,87.53788514730351,88.42313520155722
